stim_category,stim_position,task_type,food_img,plant_img,block_type,is_task_switch,is_correct,rt,subj_id,trial,group
plants,3,2,4,4,2,0,1,556,cl_pu_2007_05_24_423_f,43,AN
plants,4,2,7,3,2,0,1,468,cl_pu_2007_05_24_423_f,44,AN
plants,3,2,2,5,2,0,1,862,cl_pu_2007_05_24_423_f,45,AN
plants,4,2,3,8,2,0,1,868,cl_pu_2007_05_24_423_f,46,AN
plants,3,2,5,5,2,0,1,697,cl_pu_2007_05_24_423_f,47,AN
plants,4,2,8,6,2,0,1,1093,cl_pu_2007_05_24_423_f,48,AN
plants,3,2,6,8,2,0,1,816,cl_pu_2007_05_24_423_f,49,AN
plants,4,2,3,4,2,0,2,436,cl_pu_2007_05_24_423_f,50,AN
plants,3,2,1,5,2,0,1,597,cl_pu_2007_05_24_423_f,51,AN
plants,4,2,8,2,2,0,2,829,cl_pu_2007_05_24_423_f,52,AN
plants,3,2,5,3,2,0,2,572,cl_pu_2007_05_24_423_f,53,AN
plants,4,2,4,7,2,0,1,1060,cl_pu_2007_05_24_423_f,54,AN
plants,3,2,8,3,2,0,1,487,cl_pu_2007_05_24_423_f,55,AN
plants,4,2,1,6,2,0,1,369,cl_pu_2007_05_24_423_f,56,AN
plants,3,2,4,4,2,0,1,226,cl_pu_2007_05_24_423_f,57,AN
plants,4,2,8,8,2,0,1,272,cl_pu_2007_05_24_423_f,58,AN
plants,3,2,4,7,2,0,2,209,cl_pu_2007_05_24_423_f,59,AN
plants,4,2,6,4,2,0,2,428,cl_pu_2007_05_24_423_f,60,AN
plants,3,2,2,1,2,0,1,1138,cl_pu_2007_05_24_423_f,61,AN
plants,4,2,8,7,2,0,1,692,cl_pu_2007_05_24_423_f,62,AN
plants,3,2,7,4,2,0,1,791,cl_pu_2007_05_24_423_f,63,AN
plants,4,2,5,6,2,0,1,464,cl_pu_2007_05_24_423_f,64,AN
plants,3,2,1,4,2,0,1,410,cl_pu_2007_05_24_423_f,65,AN
plants,4,2,2,1,2,0,2,429,cl_pu_2007_05_24_423_f,66,AN
plants,3,2,8,5,2,0,1,1009,cl_pu_2007_05_24_423_f,67,AN
plants,4,2,4,6,2,0,1,700,cl_pu_2007_05_24_423_f,68,AN
plants,3,2,3,8,2,0,1,441,cl_pu_2007_05_24_423_f,69,AN
plants,4,2,6,3,2,0,1,556,cl_pu_2007_05_24_423_f,70,AN
plants,3,2,3,1,2,0,1,706,cl_pu_2007_05_24_423_f,71,AN
plants,4,2,1,3,2,0,1,717,cl_pu_2007_05_24_423_f,72,AN
plants,3,2,6,1,2,0,1,1206,cl_pu_2007_05_24_423_f,73,AN
plants,4,2,3,7,2,0,1,608,cl_pu_2007_05_24_423_f,74,AN
plants,3,2,8,1,2,0,1,567,cl_pu_2007_05_24_423_f,75,AN
plants,4,2,6,5,2,0,2,563,cl_pu_2007_05_24_423_f,76,AN
plants,3,2,1,8,2,0,1,689,cl_pu_2007_05_24_423_f,77,AN
plants,4,2,6,4,2,0,1,860,cl_pu_2007_05_24_423_f,78,AN
plants,3,2,3,6,2,0,1,602,cl_pu_2007_05_24_423_f,79,AN
plants,4,2,4,3,2,0,1,335,cl_pu_2007_05_24_423_f,80,AN
mixed,1,1,2,4,0,1,1,824,cl_pu_2007_05_24_423_f,81,AN
mixed,2,1,6,3,0,0,1,794,cl_pu_2007_05_24_423_f,82,AN
mixed,3,2,7,1,0,1,1,1517,cl_pu_2007_05_24_423_f,83,AN
mixed,4,2,3,6,0,0,1,642,cl_pu_2007_05_24_423_f,84,AN
mixed,1,1,8,4,0,1,2,2339,cl_pu_2007_05_24_423_f,85,AN
mixed,2,1,1,1,0,0,1,962,cl_pu_2007_05_24_423_f,86,AN
mixed,3,2,6,7,0,1,1,1923,cl_pu_2007_05_24_423_f,87,AN
mixed,4,2,2,4,0,0,1,2346,cl_pu_2007_05_24_423_f,88,AN
mixed,1,1,8,3,0,1,1,1460,cl_pu_2007_05_24_423_f,89,AN
mixed,2,1,1,4,0,0,1,852,cl_pu_2007_05_24_423_f,90,AN
mixed,3,2,8,8,0,1,1,1559,cl_pu_2007_05_24_423_f,91,AN
mixed,4,2,7,3,0,0,1,1464,cl_pu_2007_05_24_423_f,92,AN
mixed,1,1,4,1,0,1,1,1469,cl_pu_2007_05_24_423_f,93,AN
mixed,2,1,2,3,0,0,1,1325,cl_pu_2007_05_24_423_f,94,AN
mixed,3,2,5,4,0,1,1,2064,cl_pu_2007_05_24_423_f,95,AN
mixed,4,2,2,2,0,0,1,677,cl_pu_2007_05_24_423_f,96,AN
mixed,1,1,1,4,0,1,1,1689,cl_pu_2007_05_24_423_f,97,AN
mixed,2,1,8,6,0,0,1,2021,cl_pu_2007_05_24_423_f,98,AN
mixed,3,2,5,8,0,1,1,1496,cl_pu_2007_05_24_423_f,99,AN
mixed,4,2,6,3,0,0,1,697,cl_pu_2007_05_24_423_f,100,AN
mixed,1,1,3,8,0,1,2,896,cl_pu_2007_05_24_423_f,101,AN
mixed,2,1,8,3,0,0,2,844,cl_pu_2007_05_24_423_f,102,AN
mixed,3,2,5,8,0,1,1,894,cl_pu_2007_05_24_423_f,103,AN
mixed,4,2,3,7,0,0,1,687,cl_pu_2007_05_24_423_f,104,AN
mixed,1,1,2,6,0,1,1,1161,cl_pu_2007_05_24_423_f,105,AN
mixed,2,1,3,7,0,0,1,650,cl_pu_2007_05_24_423_f,106,AN
mixed,3,2,7,1,0,1,1,2051,cl_pu_2007_05_24_423_f,107,AN
mixed,4,2,2,4,0,0,1,568,cl_pu_2007_05_24_423_f,108,AN
mixed,1,1,8,8,0,1,1,1792,cl_pu_2007_05_24_423_f,109,AN
mixed,2,1,4,2,0,0,1,1255,cl_pu_2007_05_24_423_f,110,AN
mixed,3,2,7,4,0,1,1,3317,cl_pu_2007_05_24_423_f,111,AN
mixed,4,2,3,7,0,0,1,636,cl_pu_2007_05_24_423_f,112,AN
mixed,1,1,4,8,0,1,2,754,cl_pu_2007_05_24_423_f,113,AN
mixed,2,1,8,6,0,0,1,2967,cl_pu_2007_05_24_423_f,114,AN
mixed,3,2,3,2,0,1,1,1253,cl_pu_2007_05_24_423_f,115,AN
mixed,4,2,4,6,0,0,1,743,cl_pu_2007_05_24_423_f,116,AN
mixed,1,1,3,8,0,1,1,2102,cl_pu_2007_05_24_423_f,117,AN
mixed,2,1,2,2,0,0,1,2228,cl_pu_2007_05_24_423_f,118,AN
mixed,3,2,6,7,0,1,1,1977,cl_pu_2007_05_24_423_f,119,AN
mixed,4,2,3,2,0,0,1,1591,cl_pu_2007_05_24_423_f,120,AN
food,1,1,7,7,1,1,1,1770,fr_bo_1993_09_09_170_f,1,AN
food,2,1,2,4,1,0,1,2050,fr_bo_1993_09_09_170_f,2,AN
food,1,1,3,7,1,0,1,1229,fr_bo_1993_09_09_170_f,3,AN
food,2,1,8,5,1,0,1,839,fr_bo_1993_09_09_170_f,4,AN
food,1,1,6,7,1,0,1,848,fr_bo_1993_09_09_170_f,5,AN
food,2,1,7,8,1,0,1,718,fr_bo_1993_09_09_170_f,6,AN
food,1,1,3,3,1,0,1,763,fr_bo_1993_09_09_170_f,7,AN
food,2,1,7,2,1,0,1,963,fr_bo_1993_09_09_170_f,8,AN
food,1,1,4,5,1,0,1,1093,fr_bo_1993_09_09_170_f,9,AN
food,2,1,5,8,1,0,1,892,fr_bo_1993_09_09_170_f,10,AN
food,1,1,8,1,1,0,1,844,fr_bo_1993_09_09_170_f,11,AN
food,2,1,3,4,1,0,1,854,fr_bo_1993_09_09_170_f,12,AN
food,1,1,8,6,1,0,1,762,fr_bo_1993_09_09_170_f,13,AN
food,2,1,3,4,1,0,1,846,fr_bo_1993_09_09_170_f,14,AN
food,1,1,5,1,1,0,1,804,fr_bo_1993_09_09_170_f,15,AN
food,2,1,2,4,1,0,1,1014,fr_bo_1993_09_09_170_f,16,AN
food,1,1,6,1,1,0,1,655,fr_bo_1993_09_09_170_f,17,AN
food,2,1,8,8,1,0,1,649,fr_bo_1993_09_09_170_f,18,AN
food,1,1,5,7,1,0,1,613,fr_bo_1993_09_09_170_f,19,AN
food,2,1,6,3,1,0,1,570,fr_bo_1993_09_09_170_f,20,AN
food,1,1,3,5,1,0,1,563,fr_bo_1993_09_09_170_f,21,AN
food,2,1,8,1,1,0,1,526,fr_bo_1993_09_09_170_f,22,AN
food,1,1,7,8,1,0,1,729,fr_bo_1993_09_09_170_f,23,AN
food,2,1,2,7,1,0,1,828,fr_bo_1993_09_09_170_f,24,AN
food,1,1,7,5,1,0,1,818,fr_bo_1993_09_09_170_f,25,AN
food,2,1,6,2,1,0,1,1211,fr_bo_1993_09_09_170_f,26,AN
food,1,1,1,1,1,0,1,721,fr_bo_1993_09_09_170_f,27,AN
food,2,1,4,3,1,0,1,766,fr_bo_1993_09_09_170_f,28,AN
food,1,1,5,2,1,0,1,798,fr_bo_1993_09_09_170_f,29,AN
food,2,1,2,6,1,0,1,595,fr_bo_1993_09_09_170_f,30,AN
food,1,1,8,3,1,0,1,653,fr_bo_1993_09_09_170_f,31,AN
food,2,1,2,5,1,0,1,813,fr_bo_1993_09_09_170_f,32,AN
food,1,1,8,4,1,0,1,634,fr_bo_1993_09_09_170_f,33,AN
food,2,1,2,6,1,0,1,838,fr_bo_1993_09_09_170_f,34,AN
food,1,1,4,1,1,0,1,961,fr_bo_1993_09_09_170_f,35,AN
food,2,1,5,2,1,0,1,662,fr_bo_1993_09_09_170_f,36,AN
food,1,1,2,8,1,0,1,1108,fr_bo_1993_09_09_170_f,37,AN
food,2,1,6,5,1,0,1,565,fr_bo_1993_09_09_170_f,38,AN
food,1,1,5,7,1,0,1,1476,fr_bo_1993_09_09_170_f,39,AN
food,2,1,1,6,1,0,1,851,fr_bo_1993_09_09_170_f,40,AN
plants,3,2,6,5,2,1,2,2495,fr_bo_1993_09_09_170_f,41,AN
plants,4,2,2,2,2,0,1,1135,fr_bo_1993_09_09_170_f,42,AN
plants,3,2,5,7,2,0,1,567,fr_bo_1993_09_09_170_f,43,AN
plants,4,2,7,8,2,0,1,814,fr_bo_1993_09_09_170_f,44,AN
plants,3,2,6,6,2,0,1,706,fr_bo_1993_09_09_170_f,45,AN
plants,4,2,7,8,2,0,1,539,fr_bo_1993_09_09_170_f,46,AN
plants,3,2,2,5,2,0,1,667,fr_bo_1993_09_09_170_f,47,AN
plants,4,2,5,1,2,0,1,710,fr_bo_1993_09_09_170_f,48,AN
plants,3,2,4,8,2,0,1,486,fr_bo_1993_09_09_170_f,49,AN
plants,4,2,7,2,2,0,1,806,fr_bo_1993_09_09_170_f,50,AN
plants,3,2,8,5,2,0,1,460,fr_bo_1993_09_09_170_f,51,AN
plants,4,2,5,4,2,0,1,542,fr_bo_1993_09_09_170_f,52,AN
plants,3,2,8,6,2,0,1,607,fr_bo_1993_09_09_170_f,53,AN
plants,4,2,3,5,2,0,1,784,fr_bo_1993_09_09_170_f,54,AN
plants,3,2,6,6,2,0,1,479,fr_bo_1993_09_09_170_f,55,AN
plants,4,2,7,2,2,0,1,554,fr_bo_1993_09_09_170_f,56,AN
plants,3,2,6,8,2,0,1,498,fr_bo_1993_09_09_170_f,57,AN
plants,4,2,4,4,2,0,1,741,fr_bo_1993_09_09_170_f,58,AN
plants,3,2,2,1,2,0,1,720,fr_bo_1993_09_09_170_f,59,AN
plants,4,2,1,7,2,0,1,539,fr_bo_1993_09_09_170_f,60,AN
plants,3,2,7,4,2,0,1,692,fr_bo_1993_09_09_170_f,61,AN
plants,4,2,6,6,2,0,1,710,fr_bo_1993_09_09_170_f,62,AN
plants,3,2,7,8,2,0,1,762,fr_bo_1993_09_09_170_f,63,AN
plants,4,2,5,5,2,0,1,529,fr_bo_1993_09_09_170_f,64,AN
plants,3,2,6,2,2,0,1,880,fr_bo_1993_09_09_170_f,65,AN
plants,4,2,2,5,2,0,1,645,fr_bo_1993_09_09_170_f,66,AN
plants,3,2,7,8,2,0,1,518,fr_bo_1993_09_09_170_f,67,AN
plants,4,2,8,6,2,0,1,595,fr_bo_1993_09_09_170_f,68,AN
plants,3,2,3,4,2,0,1,616,fr_bo_1993_09_09_170_f,69,AN
plants,4,2,6,8,2,0,1,688,fr_bo_1993_09_09_170_f,70,AN
plants,3,2,7,6,2,0,1,868,fr_bo_1993_09_09_170_f,71,AN
plants,4,2,1,4,2,0,1,528,fr_bo_1993_09_09_170_f,72,AN
plants,3,2,4,5,2,0,1,497,fr_bo_1993_09_09_170_f,73,AN
plants,4,2,5,1,2,0,1,510,fr_bo_1993_09_09_170_f,74,AN
plants,3,2,8,7,2,0,1,549,fr_bo_1993_09_09_170_f,75,AN
plants,4,2,5,8,2,0,2,581,fr_bo_1993_09_09_170_f,76,AN
plants,3,2,1,4,2,0,1,694,fr_bo_1993_09_09_170_f,77,AN
plants,4,2,8,2,2,0,1,776,fr_bo_1993_09_09_170_f,78,AN
plants,3,2,6,5,2,0,1,516,fr_bo_1993_09_09_170_f,79,AN
plants,4,2,1,7,2,0,1,936,fr_bo_1993_09_09_170_f,80,AN
mixed,1,1,8,1,0,1,1,2557,fr_bo_1993_09_09_170_f,81,AN
mixed,2,1,3,2,0,0,1,2653,fr_bo_1993_09_09_170_f,82,AN
mixed,3,2,1,6,0,1,1,2167,fr_bo_1993_09_09_170_f,83,AN
mixed,4,2,7,4,0,0,1,921,fr_bo_1993_09_09_170_f,84,AN
mixed,1,1,6,7,0,1,1,1905,fr_bo_1993_09_09_170_f,85,AN
mixed,2,1,5,3,0,0,1,2102,fr_bo_1993_09_09_170_f,86,AN
mixed,3,2,1,4,0,1,1,2221,fr_bo_1993_09_09_170_f,87,AN
mixed,4,2,8,8,0,0,1,1988,fr_bo_1993_09_09_170_f,88,AN
mixed,1,1,6,5,0,1,1,1090,fr_bo_1993_09_09_170_f,89,AN
mixed,2,1,2,6,0,0,1,1397,fr_bo_1993_09_09_170_f,90,AN
mixed,3,2,4,5,0,1,1,1851,fr_bo_1993_09_09_170_f,91,AN
mixed,4,2,5,1,0,0,1,766,fr_bo_1993_09_09_170_f,92,AN
mixed,1,1,1,3,0,1,1,1843,fr_bo_1993_09_09_170_f,93,AN
mixed,2,1,4,1,0,0,1,1190,fr_bo_1993_09_09_170_f,94,AN
mixed,3,2,2,2,0,1,1,1842,fr_bo_1993_09_09_170_f,95,AN
mixed,4,2,8,5,0,0,1,533,fr_bo_1993_09_09_170_f,96,AN
mixed,1,1,3,3,0,1,1,1122,fr_bo_1993_09_09_170_f,97,AN
mixed,2,1,7,2,0,0,1,680,fr_bo_1993_09_09_170_f,98,AN
mixed,3,2,6,7,0,1,1,1272,fr_bo_1993_09_09_170_f,99,AN
mixed,4,2,7,1,0,0,1,676,fr_bo_1993_09_09_170_f,100,AN
mixed,1,1,3,8,0,1,1,2171,fr_bo_1993_09_09_170_f,101,AN
mixed,2,1,8,2,0,0,1,1684,fr_bo_1993_09_09_170_f,102,AN
mixed,3,2,2,1,0,1,1,1652,fr_bo_1993_09_09_170_f,103,AN
mixed,4,2,5,8,0,0,1,497,fr_bo_1993_09_09_170_f,104,AN
mixed,1,1,1,6,0,1,1,1021,fr_bo_1993_09_09_170_f,105,AN
mixed,2,1,5,1,0,0,1,1973,fr_bo_1993_09_09_170_f,106,AN
mixed,3,2,4,6,0,1,1,910,fr_bo_1993_09_09_170_f,107,AN
mixed,4,2,1,2,0,0,1,652,fr_bo_1993_09_09_170_f,108,AN
mixed,1,1,7,8,0,1,1,1441,fr_bo_1993_09_09_170_f,109,AN
mixed,2,1,5,1,0,0,1,983,fr_bo_1993_09_09_170_f,110,AN
mixed,3,2,3,4,0,1,1,1101,fr_bo_1993_09_09_170_f,111,AN
mixed,4,2,7,5,0,0,1,739,fr_bo_1993_09_09_170_f,112,AN
mixed,1,1,4,7,0,1,1,1064,fr_bo_1993_09_09_170_f,113,AN
mixed,2,1,7,5,0,0,1,713,fr_bo_1993_09_09_170_f,114,AN
mixed,3,2,5,4,0,1,1,1137,fr_bo_1993_09_09_170_f,115,AN
mixed,4,2,8,3,0,0,1,1116,fr_bo_1993_09_09_170_f,116,AN
mixed,1,1,6,2,0,1,1,1012,fr_bo_1993_09_09_170_f,117,AN
mixed,2,1,1,4,0,0,1,684,fr_bo_1993_09_09_170_f,118,AN
mixed,3,2,6,3,0,1,1,1678,fr_bo_1993_09_09_170_f,119,AN
mixed,4,2,2,8,0,0,1,917,fr_bo_1993_09_09_170_f,120,AN
food,1,1,4,2,1,1,1,3424,ma_za_2002_02_28_051_f,1,AN
food,2,1,5,8,1,0,1,2007,ma_za_2002_02_28_051_f,2,AN
food,1,1,2,3,1,0,1,1105,ma_za_2002_02_28_051_f,3,AN
food,2,1,5,7,1,0,1,1744,ma_za_2002_02_28_051_f,4,AN
food,1,1,8,5,1,0,2,3496,ma_za_2002_02_28_051_f,5,AN
food,2,1,6,7,1,0,1,994,ma_za_2002_02_28_051_f,6,AN
food,1,1,8,8,1,0,1,729,ma_za_2002_02_28_051_f,7,AN
food,2,1,3,4,1,0,1,956,ma_za_2002_02_28_051_f,8,AN
food,1,1,8,3,1,0,1,888,ma_za_2002_02_28_051_f,9,AN
food,2,1,2,6,1,0,1,1095,ma_za_2002_02_28_051_f,10,AN
food,1,1,6,2,1,0,1,928,ma_za_2002_02_28_051_f,11,AN
food,2,1,1,8,1,0,1,732,ma_za_2002_02_28_051_f,12,AN
food,1,1,6,7,1,0,1,946,ma_za_2002_02_28_051_f,13,AN
food,2,1,5,3,1,0,1,684,ma_za_2002_02_28_051_f,14,AN
food,1,1,7,6,1,0,1,830,ma_za_2002_02_28_051_f,15,AN
food,2,1,5,8,1,0,1,580,ma_za_2002_02_28_051_f,16,AN
food,1,1,4,6,1,0,1,955,ma_za_2002_02_28_051_f,17,AN
food,2,1,1,2,1,0,1,659,ma_za_2002_02_28_051_f,18,AN
food,1,1,6,4,1,0,2,648,ma_za_2002_02_28_051_f,19,AN
food,2,1,1,8,1,0,1,760,ma_za_2002_02_28_051_f,20,AN
food,1,1,8,1,1,0,1,907,ma_za_2002_02_28_051_f,21,AN
food,2,1,6,3,1,0,1,570,ma_za_2002_02_28_051_f,22,AN
food,1,1,5,6,1,0,1,514,ma_za_2002_02_28_051_f,23,AN
food,2,1,4,4,1,0,1,551,ma_za_2002_02_28_051_f,24,AN
food,1,1,6,2,1,0,1,669,ma_za_2002_02_28_051_f,25,AN
food,2,1,4,5,1,0,1,684,ma_za_2002_02_28_051_f,26,AN
food,1,1,1,3,1,0,1,888,ma_za_2002_02_28_051_f,27,AN
food,2,1,5,8,1,0,1,620,ma_za_2002_02_28_051_f,28,AN
food,1,1,6,3,1,0,1,623,ma_za_2002_02_28_051_f,29,AN
food,2,1,4,2,1,0,1,541,ma_za_2002_02_28_051_f,30,AN
food,1,1,7,4,1,0,1,926,ma_za_2002_02_28_051_f,31,AN
food,2,1,4,3,1,0,1,656,ma_za_2002_02_28_051_f,32,AN
food,1,1,7,1,1,0,1,687,ma_za_2002_02_28_051_f,33,AN
food,2,1,1,2,1,0,1,627,ma_za_2002_02_28_051_f,34,AN
food,1,1,6,3,1,0,1,590,ma_za_2002_02_28_051_f,35,AN
food,2,1,2,8,1,0,1,815,ma_za_2002_02_28_051_f,36,AN
food,1,1,3,7,1,0,1,806,ma_za_2002_02_28_051_f,37,AN
food,2,1,6,4,1,0,1,956,ma_za_2002_02_28_051_f,38,AN
food,1,1,4,6,1,0,1,887,ma_za_2002_02_28_051_f,39,AN
food,2,1,8,3,1,0,1,737,ma_za_2002_02_28_051_f,40,AN
plants,3,2,6,8,2,1,1,1947,ma_za_2002_02_28_051_f,41,AN
plants,4,2,7,7,2,0,1,1221,ma_za_2002_02_28_051_f,42,AN
plants,3,2,3,8,2,0,1,628,ma_za_2002_02_28_051_f,43,AN
plants,4,2,5,5,2,0,1,764,ma_za_2002_02_28_051_f,44,AN
plants,3,2,4,3,2,0,1,663,ma_za_2002_02_28_051_f,45,AN
plants,4,2,7,7,2,0,1,1373,ma_za_2002_02_28_051_f,46,AN
plants,3,2,2,6,2,0,1,1701,ma_za_2002_02_28_051_f,47,AN
plants,4,2,7,8,2,0,1,1071,ma_za_2002_02_28_051_f,48,AN
plants,3,2,3,6,2,0,1,612,ma_za_2002_02_28_051_f,49,AN
plants,4,2,8,5,2,0,1,554,ma_za_2002_02_28_051_f,50,AN
plants,3,2,7,8,2,0,1,440,ma_za_2002_02_28_051_f,51,AN
plants,4,2,2,5,2,0,1,429,ma_za_2002_02_28_051_f,52,AN
plants,3,2,1,1,2,0,1,811,ma_za_2002_02_28_051_f,53,AN
plants,4,2,5,2,2,0,1,648,ma_za_2002_02_28_051_f,54,AN
plants,3,2,7,5,2,0,1,623,ma_za_2002_02_28_051_f,55,AN
plants,4,2,8,7,2,0,1,735,ma_za_2002_02_28_051_f,56,AN
plants,3,2,2,3,2,0,1,701,ma_za_2002_02_28_051_f,57,AN
plants,4,2,3,5,2,0,1,665,ma_za_2002_02_28_051_f,58,AN
plants,3,2,4,2,2,0,1,762,ma_za_2002_02_28_051_f,59,AN
plants,4,2,7,1,2,0,1,703,ma_za_2002_02_28_051_f,60,AN
plants,3,2,6,7,2,0,1,657,ma_za_2002_02_28_051_f,61,AN
plants,4,2,7,6,2,0,1,703,ma_za_2002_02_28_051_f,62,AN
plants,3,2,6,3,2,0,1,917,ma_za_2002_02_28_051_f,63,AN
plants,4,2,5,5,2,0,1,649,ma_za_2002_02_28_051_f,64,AN
plants,3,2,7,7,2,0,1,511,ma_za_2002_02_28_051_f,65,AN
plants,4,2,5,6,2,0,1,551,ma_za_2002_02_28_051_f,66,AN
plants,3,2,1,5,2,0,1,370,ma_za_2002_02_28_051_f,67,AN
plants,4,2,4,4,2,0,1,701,ma_za_2002_02_28_051_f,68,AN
plants,3,2,5,8,2,0,1,888,ma_za_2002_02_28_051_f,69,AN
plants,4,2,4,5,2,0,1,552,ma_za_2002_02_28_051_f,70,AN
plants,3,2,8,3,2,0,1,661,ma_za_2002_02_28_051_f,71,AN
plants,4,2,3,4,2,0,1,1263,ma_za_2002_02_28_051_f,72,AN
plants,3,2,8,7,2,0,1,962,ma_za_2002_02_28_051_f,73,AN
plants,4,2,4,3,2,0,1,691,ma_za_2002_02_28_051_f,74,AN
plants,3,2,8,8,2,0,1,590,ma_za_2002_02_28_051_f,75,AN
plants,4,2,3,3,2,0,1,508,ma_za_2002_02_28_051_f,76,AN
plants,3,2,2,5,2,0,1,565,ma_za_2002_02_28_051_f,77,AN
plants,4,2,8,8,2,0,1,651,ma_za_2002_02_28_051_f,78,AN
plants,3,2,6,7,2,0,1,474,ma_za_2002_02_28_051_f,79,AN
plants,4,2,4,4,2,0,1,653,ma_za_2002_02_28_051_f,80,AN
mixed,1,1,6,1,0,1,1,1320,ma_za_2002_02_28_051_f,81,AN
mixed,2,1,1,3,0,0,3,5000,ma_za_2002_02_28_051_f,82,AN
mixed,3,2,3,8,0,1,1,1421,ma_za_2002_02_28_051_f,83,AN
mixed,4,2,5,7,0,0,2,1037,ma_za_2002_02_28_051_f,84,AN
mixed,1,1,4,2,0,1,1,2676,ma_za_2002_02_28_051_f,85,AN
mixed,2,1,3,6,0,0,1,2163,ma_za_2002_02_28_051_f,86,AN
mixed,3,2,1,5,0,1,2,1820,ma_za_2002_02_28_051_f,87,AN
mixed,4,2,7,4,0,0,2,1447,ma_za_2002_02_28_051_f,88,AN
mixed,1,1,8,5,0,1,1,1713,ma_za_2002_02_28_051_f,89,AN
mixed,2,1,5,1,0,0,1,2769,ma_za_2002_02_28_051_f,90,AN
mixed,3,2,1,3,0,1,1,1398,ma_za_2002_02_28_051_f,91,AN
mixed,4,2,7,2,0,0,2,1268,ma_za_2002_02_28_051_f,92,AN
mixed,1,1,4,8,0,1,1,1966,ma_za_2002_02_28_051_f,93,AN
mixed,2,1,6,1,0,0,1,882,ma_za_2002_02_28_051_f,94,AN
mixed,3,2,4,4,0,1,1,1529,ma_za_2002_02_28_051_f,95,AN
mixed,4,2,8,8,0,0,1,1266,ma_za_2002_02_28_051_f,96,AN
mixed,1,1,2,6,0,1,1,783,ma_za_2002_02_28_051_f,97,AN
mixed,2,1,7,1,0,0,1,1885,ma_za_2002_02_28_051_f,98,AN
mixed,3,2,6,7,0,1,1,883,ma_za_2002_02_28_051_f,99,AN
